Time,I_Atlas200DK-B,I_Pi-A
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:18,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:19,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:20,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:21,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:22,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:23,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:24,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:25,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:26,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:27,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:28,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:29,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
2023/3/2 00:30,0,0
